Ár,Tekju- og gjaldaliðir,Tegund skipa,Rekstraryfirlit fiskveiða 1997-2024
2020,1. Tekjur alls,Samtals,156598
2020,1. Tekjur alls,Bátar undir 10 brl.,5930
2020,1. Tekjur alls,Bátar 10-200 brl.,26103
2020,1. Tekjur alls,Bátar > 200 brl.,25161
2020,1. Tekjur alls,Uppsjávarveiðiskip,22450
2020,1. Tekjur alls,Ísfisktogarar,38860
2020,1. Tekjur alls,Frystitogarar,38094
2020,1.1  Útflutningstekjur,Samtals,44423
2020,1.1  Útflutningstekjur,Bátar undir 10 brl.,14
2020,1.1  Útflutningstekjur,Bátar 10-200 brl.,276
2020,1.1  Útflutningstekjur,Bátar > 200 brl.,756
2020,1.1  Útflutningstekjur,Uppsjávarveiðiskip,1192
2020,1.1  Útflutningstekjur,Ísfisktogarar,5571
2020,1.1  Útflutningstekjur,Frystitogarar,36614
2020,1.2  Selt hráefni,Samtals,103919
2020,1.2  Selt hráefni,Bátar undir 10 brl.,5378
2020,1.2  Selt hráefni,Bátar 10-200 brl.,25082
2020,1.2  Selt hráefni,Bátar > 200 brl.,23396
2020,1.2  Selt hráefni,Uppsjávarveiðiskip,20324
2020,1.2  Selt hráefni,Ísfisktogarar,29053
2020,1.2  Selt hráefni,Frystitogarar,685
2020,1.3  Aðrar tekjur,Samtals,8256
2020,1.3  Aðrar tekjur,Bátar undir 10 brl.,537
2020,1.3  Aðrar tekjur,Bátar 10-200 brl.,745
2020,1.3  Aðrar tekjur,Bátar > 200 brl.,1009
2020,1.3  Aðrar tekjur,Uppsjávarveiðiskip,934
2020,1.3  Aðrar tekjur,Ísfisktogarar,4236
2020,1.3  Aðrar tekjur,Frystitogarar,795
2020,2  Gjöld alls,Samtals,118681
2020,2  Gjöld alls,Bátar undir 10 brl.,4824
2020,2  Gjöld alls,Bátar 10-200 brl.,21300
2020,2  Gjöld alls,Bátar > 200 brl.,19465
2020,2  Gjöld alls,Uppsjávarveiðiskip,16581
2020,2  Gjöld alls,Ísfisktogarar,28489
2020,2  Gjöld alls,Frystitogarar,28021
2020,2.1  Aflahlutir,Samtals,39253
2020,2.1  Aflahlutir,Bátar undir 10 brl.,1077
2020,2.1  Aflahlutir,Bátar 10-200 brl.,6143
2020,2.1  Aflahlutir,Bátar > 200 brl.,5931
2020,2.1  Aflahlutir,Uppsjávarveiðiskip,5161
2020,2.1  Aflahlutir,Ísfisktogarar,9211
2020,2.1  Aflahlutir,Frystitogarar,11729
2020,2.2  Önnur laun,Samtals,5504
2020,2.2  Önnur laun,Bátar undir 10 brl.,100
2020,2.2  Önnur laun,Bátar 10-200 brl.,1607
2020,2.2  Önnur laun,Bátar > 200 brl.,1641
2020,2.2  Önnur laun,Uppsjávarveiðiskip,205
2020,2.2  Önnur laun,Ísfisktogarar,1416
2020,2.2  Önnur laun,Frystitogarar,535
2020,2.3  Launatengd gjöld,Samtals,9023
2020,2.3  Launatengd gjöld,Bátar undir 10 brl.,148
2020,2.3  Launatengd gjöld,Bátar 10-200 brl.,1274
2020,2.3  Launatengd gjöld,Bátar > 200 brl.,1519
2020,2.3  Launatengd gjöld,Uppsjávarveiðiskip,1078
2020,2.3  Launatengd gjöld,Ísfisktogarar,2167
2020,2.3  Launatengd gjöld,Frystitogarar,2838
2020,2.4  Olíur,Samtals,11401
2020,2.4  Olíur,Bátar undir 10 brl.,305
2020,2.4  Olíur,Bátar 10-200 brl.,1717
2020,2.4  Olíur,Bátar > 200 brl.,1655
2020,2.4  Olíur,Uppsjávarveiðiskip,2328
2020,2.4  Olíur,Ísfisktogarar,2557
2020,2.4  Olíur,Frystitogarar,2838
2020,2.5  Veiðarfæri,Samtals,6449
2020,2.5  Veiðarfæri,Bátar undir 10 brl.,86
2020,2.5  Veiðarfæri,Bátar 10-200 brl.,1002
2020,2.5  Veiðarfæri,Bátar > 200 brl.,493
2020,2.5  Veiðarfæri,Uppsjávarveiðiskip,2479
2020,2.5  Veiðarfæri,Ísfisktogarar,1367
2020,2.5  Veiðarfæri,Frystitogarar,1023
2020,2.6  Viðhald,Samtals,9672
2020,2.6  Viðhald,Bátar undir 10 brl.,460
2020,2.6  Viðhald,Bátar 10-200 brl.,1255
2020,2.6  Viðhald,Bátar > 200 brl.,1694
2020,2.6  Viðhald,Uppsjávarveiðiskip,1609
2020,2.6  Viðhald,Ísfisktogarar,2198
2020,2.6  Viðhald,Frystitogarar,2456
2020,2.7  Frystikostn. umbúðir og fl.,Samtals,835
2020,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,0
2020,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,0
2020,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,0
2020,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,0
2020,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,0
2020,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,835
2020,2.8  Flutningskostnaður,Samtals,1548
2020,2.8  Flutningskostnaður,Bátar undir 10 brl.,212
2020,2.8  Flutningskostnaður,Bátar 10-200 brl.,281
2020,2.8  Flutningskostnaður,Bátar > 200 brl.,305
2020,2.8  Flutningskostnaður,Uppsjávarveiðiskip,19
2020,2.8  Flutningskostnaður,Ísfisktogarar,250
2020,2.8  Flutningskostnaður,Frystitogarar,481
2020,2.9  Laun v/skrifstofu,Samtals,898
2020,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,2
2020,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,84
2020,2.9  Laun v/skrifstofu,Bátar > 200 brl.,215
2020,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,177
2020,2.9  Laun v/skrifstofu,Ísfisktogarar,144
2020,2.9  Laun v/skrifstofu,Frystitogarar,277
2020,2.10 Skrifst.kostnaður,Samtals,1630
2020,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,239
2020,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,519
2020,2.10 Skrifst.kostnaður,Bátar > 200 brl.,332
2020,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,284
2020,2.10 Skrifst.kostnaður,Ísfisktogarar,135
2020,2.10 Skrifst.kostnaður,Frystitogarar,121
2020,2.11  Tryggingar,Samtals,1572
2020,2.11  Tryggingar,Bátar undir 10 brl.,166
2020,2.11  Tryggingar,Bátar 10-200 brl.,241
2020,2.11  Tryggingar,Bátar > 200 brl.,232
2020,2.11  Tryggingar,Uppsjávarveiðiskip,207
2020,2.11  Tryggingar,Ísfisktogarar,374
2020,2.11  Tryggingar,Frystitogarar,352
2020,2.12 Sölukostnaður,Samtals,2317
2020,2.12 Sölukostnaður,Bátar undir 10 brl.,1
2020,2.12 Sölukostnaður,Bátar 10-200 brl.,198
2020,2.12 Sölukostnaður,Bátar > 200 brl.,190
2020,2.12 Sölukostnaður,Uppsjávarveiðiskip,267
2020,2.12 Sölukostnaður,Ísfisktogarar,1370
2020,2.12 Sölukostnaður,Frystitogarar,291
2020,2.13 Löndunarkostnaður,Samtals,3099
2020,2.13 Löndunarkostnaður,Bátar undir 10 brl.,29
2020,2.13 Löndunarkostnaður,Bátar 10-200 brl.,257
2020,2.13 Löndunarkostnaður,Bátar > 200 brl.,592
2020,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,298
2020,2.13 Löndunarkostnaður,Ísfisktogarar,1132
2020,2.13 Löndunarkostnaður,Frystitogarar,791
2020,2.14 Kvótaleiga,Samtals,..
2020,2.14 Kvótaleiga,Bátar undir 10 brl.,..
2020,2.14 Kvótaleiga,Bátar 10-200 brl.,..
2020,2.14 Kvótaleiga,Bátar > 200 brl.,..
2020,2.14 Kvótaleiga,Uppsjávarveiðiskip,..
2020,2.14 Kvótaleiga,Ísfisktogarar,..
2020,2.14 Kvótaleiga,Frystitogarar,..
2020,2.15 Önnur gjöld,Samtals,25480
2020,2.15 Önnur gjöld,Bátar undir 10 brl.,1999
2020,2.15 Önnur gjöld,Bátar 10-200 brl.,6724
2020,2.15 Önnur gjöld,Bátar > 200 brl.,4665
2020,2.15 Önnur gjöld,Uppsjávarveiðiskip,2468
2020,2.15 Önnur gjöld,Ísfisktogarar,6167
2020,2.15 Önnur gjöld,Frystitogarar,3455
2020,Verg hlutdeild fjármagns (EBITDA),Samtals,37917
2020,Verg hlutdeild fjármagns (EBITDA),Bátar undir 10 brl.,1105
2020,Verg hlutdeild fjármagns (EBITDA),Bátar 10-200 brl.,4803
2020,Verg hlutdeild fjármagns (EBITDA),Bátar > 200 brl.,5696
2020,Verg hlutdeild fjármagns (EBITDA),Uppsjávarveiðiskip,5869
2020,Verg hlutdeild fjármagns (EBITDA),Ísfisktogarar,10371
2020,Verg hlutdeild fjármagns (EBITDA),Frystitogarar,10073
2020,"EBITDA sem hlutfall af tekjum, %",Samtals,24.2
2020,"EBITDA sem hlutfall af tekjum, %",Bátar undir 10 brl.,18.6
2020,"EBITDA sem hlutfall af tekjum, %",Bátar 10-200 brl.,18.4
2020,"EBITDA sem hlutfall af tekjum, %",Bátar > 200 brl.,22.6
2020,"EBITDA sem hlutfall af tekjum, %",Uppsjávarveiðiskip,26.1
2020,"EBITDA sem hlutfall af tekjum, %",Ísfisktogarar,26.7
2020,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,26.4
2020,Afskriftir,Samtals,7539
2020,Afskriftir,Bátar undir 10 brl.,392
2020,Afskriftir,Bátar 10-200 brl.,1029
2020,Afskriftir,Bátar > 200 brl.,951
2020,Afskriftir,Uppsjávarveiðiskip,2027
2020,Afskriftir,Ísfisktogarar,1869
2020,Afskriftir,Frystitogarar,1271
2020,Verðbreytingarfærsla og vextir,Samtals,17000
2020,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,344
2020,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,5334
2020,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,2434
2020,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,1507
2020,Verðbreytingarfærsla og vextir,Ísfisktogarar,3814
2020,Verðbreytingarfærsla og vextir,Frystitogarar,3567
2020,Hreinn hagnaður (EBT),Samtals,13378
2020,Hreinn hagnaður (EBT),Bátar undir 10 brl.,369
2020,Hreinn hagnaður (EBT),Bátar 10-200 brl.,-1560
2020,Hreinn hagnaður (EBT),Bátar > 200 brl.,2312
2020,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,2335
2020,Hreinn hagnaður (EBT),Ísfisktogarar,4687
2020,Hreinn hagnaður (EBT),Frystitogarar,5235
2020,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,8.5
2020,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,6.2
2020,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,-6.0
2020,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,9.2
2020,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,10.4
2020,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,12.1
2020,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,13.7
2020,"Árgreiðsla, 6%",Samtals,18597.9
2020,"Árgreiðsla, 6%",Bátar undir 10 brl.,973.1
2020,"Árgreiðsla, 6%",Bátar 10-200 brl.,1036.7
2020,"Árgreiðsla, 6%",Bátar > 200 brl.,2353.1
2020,"Árgreiðsla, 6%",Uppsjávarveiðiskip,5777.2
2020,"Árgreiðsla, 6%",Ísfisktogarar,5611.3
2020,"Árgreiðsla, 6%",Frystitogarar,2846.5
2020,Hreinn hagnaður - árgreiðsla,Samtals,19319
2020,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,132
2020,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,3766
2020,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,3343
2020,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,92
2020,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,4760
2020,Hreinn hagnaður - árgreiðsla,Frystitogarar,7227
2020,"sem hlutfall af tekjum, %",Samtals,12.3
2020,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,2.2
2020,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,14.4
2020,"sem hlutfall af tekjum, %",Bátar > 200 brl.,13.3
2020,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,0.4
2020,"sem hlutfall af tekjum, %",Ísfisktogarar,12.2
2020,"sem hlutfall af tekjum, %",Frystitogarar,19.0
2021,1. Tekjur alls,Samtals,172299
2021,1. Tekjur alls,Bátar undir 10 brl.,6361
2021,1. Tekjur alls,Bátar 10-200 brl.,27733
2021,1. Tekjur alls,Bátar > 200 brl.,29170
2021,1. Tekjur alls,Uppsjávarveiðiskip,35077
2021,1. Tekjur alls,Ísfisktogarar,51586
2021,1. Tekjur alls,Frystitogarar,22373
2021,1.1  Útflutningstekjur,Samtals,28539
2021,1.1  Útflutningstekjur,Bátar undir 10 brl.,0
2021,1.1  Útflutningstekjur,Bátar 10-200 brl.,92
2021,1.1  Útflutningstekjur,Bátar > 200 brl.,1430
2021,1.1  Útflutningstekjur,Uppsjávarveiðiskip,2397
2021,1.1  Útflutningstekjur,Ísfisktogarar,3653
2021,1.1  Útflutningstekjur,Frystitogarar,20967
2021,1.2  Selt hráefni,Samtals,133670
2021,1.2  Selt hráefni,Bátar undir 10 brl.,5772
2021,1.2  Selt hráefni,Bátar 10-200 brl.,26541
2021,1.2  Selt hráefni,Bátar > 200 brl.,26272
2021,1.2  Selt hráefni,Uppsjávarveiðiskip,31459
2021,1.2  Selt hráefni,Ísfisktogarar,43622
2021,1.2  Selt hráefni,Frystitogarar,4
2021,1.3  Aðrar tekjur,Samtals,10089
2021,1.3  Aðrar tekjur,Bátar undir 10 brl.,589
2021,1.3  Aðrar tekjur,Bátar 10-200 brl.,1099
2021,1.3  Aðrar tekjur,Bátar > 200 brl.,1468
2021,1.3  Aðrar tekjur,Uppsjávarveiðiskip,1221
2021,1.3  Aðrar tekjur,Ísfisktogarar,4310
2021,1.3  Aðrar tekjur,Frystitogarar,1402
2021,2  Gjöld alls,Samtals,131611
2021,2  Gjöld alls,Bátar undir 10 brl.,5025
2021,2  Gjöld alls,Bátar 10-200 brl.,23581
2021,2  Gjöld alls,Bátar > 200 brl.,24294
2021,2  Gjöld alls,Uppsjávarveiðiskip,24237
2021,2  Gjöld alls,Ísfisktogarar,38926
2021,2  Gjöld alls,Frystitogarar,15547
2021,2.1  Aflahlutir,Samtals,38816
2021,2.1  Aflahlutir,Bátar undir 10 brl.,1154
2021,2.1  Aflahlutir,Bátar 10-200 brl.,6461
2021,2.1  Aflahlutir,Bátar > 200 brl.,6794
2021,2.1  Aflahlutir,Uppsjávarveiðiskip,5006
2021,2.1  Aflahlutir,Ísfisktogarar,12804
2021,2.1  Aflahlutir,Frystitogarar,6597
2021,2.2  Önnur laun,Samtals,8755
2021,2.2  Önnur laun,Bátar undir 10 brl.,61
2021,2.2  Önnur laun,Bátar 10-200 brl.,2044
2021,2.2  Önnur laun,Bátar > 200 brl.,2096
2021,2.2  Önnur laun,Uppsjávarveiðiskip,2741
2021,2.2  Önnur laun,Ísfisktogarar,1447
2021,2.2  Önnur laun,Frystitogarar,366
2021,2.3  Launatengd gjöld,Samtals,9209
2021,2.3  Launatengd gjöld,Bátar undir 10 brl.,134
2021,2.3  Launatengd gjöld,Bátar 10-200 brl.,1307
2021,2.3  Launatengd gjöld,Bátar > 200 brl.,1368
2021,2.3  Launatengd gjöld,Uppsjávarveiðiskip,1878
2021,2.3  Launatengd gjöld,Ísfisktogarar,3031
2021,2.3  Launatengd gjöld,Frystitogarar,1491
2021,2.4  Olíur,Samtals,15616
2021,2.4  Olíur,Bátar undir 10 brl.,360
2021,2.4  Olíur,Bátar 10-200 brl.,2206
2021,2.4  Olíur,Bátar > 200 brl.,2339
2021,2.4  Olíur,Uppsjávarveiðiskip,4605
2021,2.4  Olíur,Ísfisktogarar,4278
2021,2.4  Olíur,Frystitogarar,1827
2021,2.5  Veiðarfæri,Samtals,6655
2021,2.5  Veiðarfæri,Bátar undir 10 brl.,127
2021,2.5  Veiðarfæri,Bátar 10-200 brl.,1587
2021,2.5  Veiðarfæri,Bátar > 200 brl.,1361
2021,2.5  Veiðarfæri,Uppsjávarveiðiskip,1656
2021,2.5  Veiðarfæri,Ísfisktogarar,1325
2021,2.5  Veiðarfæri,Frystitogarar,600
2021,2.6  Viðhald,Samtals,10237
2021,2.6  Viðhald,Bátar undir 10 brl.,509
2021,2.6  Viðhald,Bátar 10-200 brl.,1403
2021,2.6  Viðhald,Bátar > 200 brl.,2019
2021,2.6  Viðhald,Uppsjávarveiðiskip,2151
2021,2.6  Viðhald,Ísfisktogarar,3002
2021,2.6  Viðhald,Frystitogarar,1153
2021,2.7  Frystikostn. umbúðir og fl.,Samtals,475
2021,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,0
2021,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,0
2021,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,0
2021,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,0
2021,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,0
2021,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,475
2021,2.8  Flutningskostnaður,Samtals,1594
2021,2.8  Flutningskostnaður,Bátar undir 10 brl.,288
2021,2.8  Flutningskostnaður,Bátar 10-200 brl.,340
2021,2.8  Flutningskostnaður,Bátar > 200 brl.,390
2021,2.8  Flutningskostnaður,Uppsjávarveiðiskip,9
2021,2.8  Flutningskostnaður,Ísfisktogarar,378
2021,2.8  Flutningskostnaður,Frystitogarar,189
2021,2.9  Laun v/skrifstofu,Samtals,1402
2021,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,3
2021,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,220
2021,2.9  Laun v/skrifstofu,Bátar > 200 brl.,304
2021,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,147
2021,2.9  Laun v/skrifstofu,Ísfisktogarar,134
2021,2.9  Laun v/skrifstofu,Frystitogarar,593
2021,2.10 Skrifst.kostnaður,Samtals,2749
2021,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,233
2021,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,783
2021,2.10 Skrifst.kostnaður,Bátar > 200 brl.,787
2021,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,715
2021,2.10 Skrifst.kostnaður,Ísfisktogarar,165
2021,2.10 Skrifst.kostnaður,Frystitogarar,66
2021,2.11  Tryggingar,Samtals,1878
2021,2.11  Tryggingar,Bátar undir 10 brl.,175
2021,2.11  Tryggingar,Bátar 10-200 brl.,323
2021,2.11  Tryggingar,Bátar > 200 brl.,283
2021,2.11  Tryggingar,Uppsjávarveiðiskip,396
2021,2.11  Tryggingar,Ísfisktogarar,491
2021,2.11  Tryggingar,Frystitogarar,210
2021,2.12 Sölukostnaður,Samtals,2229
2021,2.12 Sölukostnaður,Bátar undir 10 brl.,1
2021,2.12 Sölukostnaður,Bátar 10-200 brl.,143
2021,2.12 Sölukostnaður,Bátar > 200 brl.,277
2021,2.12 Sölukostnaður,Uppsjávarveiðiskip,451
2021,2.12 Sölukostnaður,Ísfisktogarar,1239
2021,2.12 Sölukostnaður,Frystitogarar,117
2021,2.13 Löndunarkostnaður,Samtals,4192
2021,2.13 Löndunarkostnaður,Bátar undir 10 brl.,343
2021,2.13 Löndunarkostnaður,Bátar 10-200 brl.,493
2021,2.13 Löndunarkostnaður,Bátar > 200 brl.,566
2021,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,552
2021,2.13 Löndunarkostnaður,Ísfisktogarar,1794
2021,2.13 Löndunarkostnaður,Frystitogarar,443
2021,2.14 Kvótaleiga,Samtals,0
2021,2.14 Kvótaleiga,Bátar undir 10 brl.,0
2021,2.14 Kvótaleiga,Bátar 10-200 brl.,0
2021,2.14 Kvótaleiga,Bátar > 200 brl.,0
2021,2.14 Kvótaleiga,Uppsjávarveiðiskip,0
2021,2.14 Kvótaleiga,Ísfisktogarar,0
2021,2.14 Kvótaleiga,Frystitogarar,0
2021,2.15 Önnur gjöld,Samtals,27804
2021,2.15 Önnur gjöld,Bátar undir 10 brl.,1636
2021,2.15 Önnur gjöld,Bátar 10-200 brl.,6271
2021,2.15 Önnur gjöld,Bátar > 200 brl.,5709
2021,2.15 Önnur gjöld,Uppsjávarveiðiskip,3928
2021,2.15 Önnur gjöld,Ísfisktogarar,8839
2021,2.15 Önnur gjöld,Frystitogarar,1420
2021,Verg hlutdeild fjármagns (EBITDA),Samtals,40688
2021,Verg hlutdeild fjármagns (EBITDA),Bátar undir 10 brl.,1337
2021,Verg hlutdeild fjármagns (EBITDA),Bátar 10-200 brl.,4151
2021,Verg hlutdeild fjármagns (EBITDA),Bátar > 200 brl.,4876
2021,Verg hlutdeild fjármagns (EBITDA),Uppsjávarveiðiskip,10839
2021,Verg hlutdeild fjármagns (EBITDA),Ísfisktogarar,12659
2021,Verg hlutdeild fjármagns (EBITDA),Frystitogarar,6826
2021,"EBITDA sem hlutfall af tekjum, %",Samtals,23.6
2021,"EBITDA sem hlutfall af tekjum, %",Bátar undir 10 brl.,21.0
2021,"EBITDA sem hlutfall af tekjum, %",Bátar 10-200 brl.,15.0
2021,"EBITDA sem hlutfall af tekjum, %",Bátar > 200 brl.,16.7
2021,"EBITDA sem hlutfall af tekjum, %",Uppsjávarveiðiskip,30.9
2021,"EBITDA sem hlutfall af tekjum, %",Ísfisktogarar,24.5
2021,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,30.5
2021,Afskriftir,Samtals,8544
2021,Afskriftir,Bátar undir 10 brl.,645
2021,Afskriftir,Bátar 10-200 brl.,918
2021,Afskriftir,Bátar > 200 brl.,1083
2021,Afskriftir,Uppsjávarveiðiskip,2537
2021,Afskriftir,Ísfisktogarar,2434
2021,Afskriftir,Frystitogarar,927
2021,Verðbreytingarfærsla og vextir,Samtals,347
2021,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,108
2021,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,-228
2021,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,283
2021,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,-62
2021,Verðbreytingarfærsla og vextir,Ísfisktogarar,36
2021,Verðbreytingarfærsla og vextir,Frystitogarar,210
2021,Hreinn hagnaður (EBT),Samtals,31797
2021,Hreinn hagnaður (EBT),Bátar undir 10 brl.,584
2021,Hreinn hagnaður (EBT),Bátar 10-200 brl.,3462
2021,Hreinn hagnaður (EBT),Bátar > 200 brl.,3509
2021,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,8364
2021,Hreinn hagnaður (EBT),Ísfisktogarar,10189
2021,Hreinn hagnaður (EBT),Frystitogarar,5688
2021,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,18.5
2021,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,9.2
2021,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,12.5
2021,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,12.0
2021,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,23.8
2021,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,19.8
2021,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,25.4
2021,"Árgreiðsla, 6%",Samtals,21222.4
2021,"Árgreiðsla, 6%",Bátar undir 10 brl.,1154.0
2021,"Árgreiðsla, 6%",Bátar 10-200 brl.,1080.7
2021,"Árgreiðsla, 6%",Bátar > 200 brl.,3181.0
2021,"Árgreiðsla, 6%",Uppsjávarveiðiskip,7390.5
2021,"Árgreiðsla, 6%",Ísfisktogarar,6742.4
2021,"Árgreiðsla, 6%",Frystitogarar,1673.8
2021,Hreinn hagnaður - árgreiðsla,Samtals,19466
2021,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,183
2021,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,3071
2021,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,1695
2021,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,3449
2021,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,5917
2021,Hreinn hagnaður - árgreiðsla,Frystitogarar,5152
2021,"sem hlutfall af tekjum, %",Samtals,11.3
2021,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,2.9
2021,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,11.1
2021,"sem hlutfall af tekjum, %",Bátar > 200 brl.,5.8
2021,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,9.8
2021,"sem hlutfall af tekjum, %",Ísfisktogarar,11.5
2021,"sem hlutfall af tekjum, %",Frystitogarar,23.0
2022,1. Tekjur alls,Samtals,204672
2022,1. Tekjur alls,Bátar undir 10 brl.,6939
2022,1. Tekjur alls,Bátar 10-200 brl.,31559
2022,1. Tekjur alls,Bátar > 200 brl.,31832
2022,1. Tekjur alls,Uppsjávarveiðiskip,47011
2022,1. Tekjur alls,Ísfisktogarar,51252
2022,1. Tekjur alls,Frystitogarar,36080
2022,1.1  Útflutningstekjur,Samtals,48116
2022,1.1  Útflutningstekjur,Bátar undir 10 brl.,0
2022,1.1  Útflutningstekjur,Bátar 10-200 brl.,0
2022,1.1  Útflutningstekjur,Bátar > 200 brl.,1934
2022,1.1  Útflutningstekjur,Uppsjávarveiðiskip,381
2022,1.1  Útflutningstekjur,Ísfisktogarar,11764
2022,1.1  Útflutningstekjur,Frystitogarar,34037
2022,1.2  Selt hráefni,Samtals,146885
2022,1.2  Selt hráefni,Bátar undir 10 brl.,6693
2022,1.2  Selt hráefni,Bátar 10-200 brl.,29311
2022,1.2  Selt hráefni,Bátar > 200 brl.,28763
2022,1.2  Selt hráefni,Uppsjávarveiðiskip,44458
2022,1.2  Selt hráefni,Ísfisktogarar,36647
2022,1.2  Selt hráefni,Frystitogarar,1013
2022,1.3  Aðrar tekjur,Samtals,9671
2022,1.3  Aðrar tekjur,Bátar undir 10 brl.,246
2022,1.3  Aðrar tekjur,Bátar 10-200 brl.,2248
2022,1.3  Aðrar tekjur,Bátar > 200 brl.,1134
2022,1.3  Aðrar tekjur,Uppsjávarveiðiskip,2172
2022,1.3  Aðrar tekjur,Ísfisktogarar,2841
2022,1.3  Aðrar tekjur,Frystitogarar,1029
2022,2  Gjöld alls,Samtals,154352
2022,2  Gjöld alls,Bátar undir 10 brl.,5713
2022,2  Gjöld alls,Bátar 10-200 brl.,24825
2022,2  Gjöld alls,Bátar > 200 brl.,25855
2022,2  Gjöld alls,Uppsjávarveiðiskip,32909
2022,2  Gjöld alls,Ísfisktogarar,38714
2022,2  Gjöld alls,Frystitogarar,26336
2022,2.1  Aflahlutir,Samtals,51928
2022,2.1  Aflahlutir,Bátar undir 10 brl.,1006
2022,2.1  Aflahlutir,Bátar 10-200 brl.,8299
2022,2.1  Aflahlutir,Bátar > 200 brl.,9087
2022,2.1  Aflahlutir,Uppsjávarveiðiskip,10150
2022,2.1  Aflahlutir,Ísfisktogarar,12707
2022,2.1  Aflahlutir,Frystitogarar,10679
2022,2.2  Önnur laun,Samtals,6620
2022,2.2  Önnur laun,Bátar undir 10 brl.,0
2022,2.2  Önnur laun,Bátar 10-200 brl.,1079
2022,2.2  Önnur laun,Bátar > 200 brl.,1181
2022,2.2  Önnur laun,Uppsjávarveiðiskip,1320
2022,2.2  Önnur laun,Ísfisktogarar,1652
2022,2.2  Önnur laun,Frystitogarar,1388
