Ár,Tekju- og gjaldaliðir,Tegund skipa,Rekstraryfirlit fiskveiða 1997-2024
2004,2.8  Flutningskostnaður,Samtals,698
2004,2.8  Flutningskostnaður,Bátar undir 10 brl.,165
2004,2.8  Flutningskostnaður,Bátar 10-200 brl.,102
2004,2.8  Flutningskostnaður,Bátar > 200 brl.,61
2004,2.8  Flutningskostnaður,Uppsjávarveiðiskip,28
2004,2.8  Flutningskostnaður,Ísfisktogarar,88
2004,2.8  Flutningskostnaður,Frystitogarar,254
2004,2.9  Laun v/skrifstofu,Samtals,1211
2004,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,37
2004,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,53
2004,2.9  Laun v/skrifstofu,Bátar > 200 brl.,177
2004,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,66
2004,2.9  Laun v/skrifstofu,Ísfisktogarar,136
2004,2.9  Laun v/skrifstofu,Frystitogarar,741
2004,2.10 Skrifst.kostnaður,Samtals,1398
2004,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,134
2004,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,198
2004,2.10 Skrifst.kostnaður,Bátar > 200 brl.,292
2004,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,160
2004,2.10 Skrifst.kostnaður,Ísfisktogarar,209
2004,2.10 Skrifst.kostnaður,Frystitogarar,406
2004,2.11  Tryggingar,Samtals,1633
2004,2.11  Tryggingar,Bátar undir 10 brl.,310
2004,2.11  Tryggingar,Bátar 10-200 brl.,379
2004,2.11  Tryggingar,Bátar > 200 brl.,205
2004,2.11  Tryggingar,Uppsjávarveiðiskip,153
2004,2.11  Tryggingar,Ísfisktogarar,182
2004,2.11  Tryggingar,Frystitogarar,404
2004,2.12 Sölukostnaður,Samtals,2545
2004,2.12 Sölukostnaður,Bátar undir 10 brl.,194
2004,2.12 Sölukostnaður,Bátar 10-200 brl.,429
2004,2.12 Sölukostnaður,Bátar > 200 brl.,1002
2004,2.12 Sölukostnaður,Uppsjávarveiðiskip,43
2004,2.12 Sölukostnaður,Ísfisktogarar,760
2004,2.12 Sölukostnaður,Frystitogarar,117
2004,2.13 Löndunarkostnaður,Samtals,2448
2004,2.13 Löndunarkostnaður,Bátar undir 10 brl.,173
2004,2.13 Löndunarkostnaður,Bátar 10-200 brl.,306
2004,2.13 Löndunarkostnaður,Bátar > 200 brl.,372
2004,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,250
2004,2.13 Löndunarkostnaður,Ísfisktogarar,498
2004,2.13 Löndunarkostnaður,Frystitogarar,848
2004,2.14 Kvótaleiga,Samtals,2974
2004,2.14 Kvótaleiga,Bátar undir 10 brl.,400
2004,2.14 Kvótaleiga,Bátar 10-200 brl.,1130
2004,2.14 Kvótaleiga,Bátar > 200 brl.,712
2004,2.14 Kvótaleiga,Uppsjávarveiðiskip,58
2004,2.14 Kvótaleiga,Ísfisktogarar,424
2004,2.14 Kvótaleiga,Frystitogarar,251
2004,2.15 Önnur gjöld,Samtals,3886
2004,2.15 Önnur gjöld,Bátar undir 10 brl.,605
2004,2.15 Önnur gjöld,Bátar 10-200 brl.,319
2004,2.15 Önnur gjöld,Bátar > 200 brl.,532
2004,2.15 Önnur gjöld,Uppsjávarveiðiskip,681
2004,2.15 Önnur gjöld,Ísfisktogarar,358
2004,2.15 Önnur gjöld,Frystitogarar,1391
2004,Verg hlutdeild fjármagns (EBITDA),Samtals,12254
2004,Verg hlutdeild fjármagns (EBITDA),Bátar undir 10 brl.,464
2004,Verg hlutdeild fjármagns (EBITDA),Bátar 10-200 brl.,2186
2004,Verg hlutdeild fjármagns (EBITDA),Bátar > 200 brl.,2520
2004,Verg hlutdeild fjármagns (EBITDA),Uppsjávarveiðiskip,1284
2004,Verg hlutdeild fjármagns (EBITDA),Ísfisktogarar,1330
2004,Verg hlutdeild fjármagns (EBITDA),Frystitogarar,4470
2004,"EBITDA sem hlutfall af tekjum, %",Samtals,17.1
2004,"EBITDA sem hlutfall af tekjum, %",Bátar undir 10 brl.,8.0
2004,"EBITDA sem hlutfall af tekjum, %",Bátar 10-200 brl.,21.6
2004,"EBITDA sem hlutfall af tekjum, %",Bátar > 200 brl.,18.3
2004,"EBITDA sem hlutfall af tekjum, %",Uppsjávarveiðiskip,16.8
2004,"EBITDA sem hlutfall af tekjum, %",Ísfisktogarar,12.4
2004,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,19.1
2004,Afskriftir,Samtals,11735
2004,Afskriftir,Bátar undir 10 brl.,496
2004,Afskriftir,Bátar 10-200 brl.,1412
2004,Afskriftir,Bátar > 200 brl.,2220
2004,Afskriftir,Uppsjávarveiðiskip,1711
2004,Afskriftir,Ísfisktogarar,2016
2004,Afskriftir,Frystitogarar,3881
2004,Verðbreytingarfærsla og vextir,Samtals,-2164
2004,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,454
2004,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,-39
2004,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,-406
2004,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,-319
2004,Verðbreytingarfærsla og vextir,Ísfisktogarar,-743
2004,Verðbreytingarfærsla og vextir,Frystitogarar,-1111
2004,Hreinn hagnaður (EBT),Samtals,2683
2004,Hreinn hagnaður (EBT),Bátar undir 10 brl.,-486
2004,Hreinn hagnaður (EBT),Bátar 10-200 brl.,813
2004,Hreinn hagnaður (EBT),Bátar > 200 brl.,706
2004,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,-107
2004,Hreinn hagnaður (EBT),Ísfisktogarar,57
2004,Hreinn hagnaður (EBT),Frystitogarar,1700
2004,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,3.8
2004,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,-8.4
2004,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,8.0
2004,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,5.1
2004,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,-1.4
2004,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,0.5
2004,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,7.3
2004,"Árgreiðsla, 6%",Samtals,8420.0
2004,"Árgreiðsla, 6%",Bátar undir 10 brl.,678.0
2004,"Árgreiðsla, 6%",Bátar 10-200 brl.,1778.0
2004,"Árgreiðsla, 6%",Bátar > 200 brl.,619.0
2004,"Árgreiðsla, 6%",Uppsjávarveiðiskip,1564.0
2004,"Árgreiðsla, 6%",Ísfisktogarar,1009.0
2004,"Árgreiðsla, 6%",Frystitogarar,2773.0
2004,Hreinn hagnaður - árgreiðsla,Samtals,3834
2004,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,-214
2004,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,408
2004,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,1901
2004,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,-280
2004,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,321
2004,Hreinn hagnaður - árgreiðsla,Frystitogarar,1697
2004,"sem hlutfall af tekjum, %",Samtals,5.4
2004,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,-3.7
2004,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,4.0
2004,"sem hlutfall af tekjum, %",Bátar > 200 brl.,13.8
2004,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,-3.7
2004,"sem hlutfall af tekjum, %",Ísfisktogarar,3.0
2004,"sem hlutfall af tekjum, %",Frystitogarar,7.2
2005,1. Tekjur alls,Samtals,74575
2005,1. Tekjur alls,Bátar undir 10 brl.,4752
2005,1. Tekjur alls,Bátar 10-200 brl.,10630
2005,1. Tekjur alls,Bátar > 200 brl.,12882
2005,1. Tekjur alls,Uppsjávarveiðiskip,6341
2005,1. Tekjur alls,Ísfisktogarar,10098
2005,1. Tekjur alls,Frystitogarar,29871
2005,1.1  Útflutningstekjur,Samtals,33516
2005,1.1  Útflutningstekjur,Bátar undir 10 brl.,272
2005,1.1  Útflutningstekjur,Bátar 10-200 brl.,1519
2005,1.1  Útflutningstekjur,Bátar > 200 brl.,2851
2005,1.1  Útflutningstekjur,Uppsjávarveiðiskip,82
2005,1.1  Útflutningstekjur,Ísfisktogarar,3107
2005,1.1  Útflutningstekjur,Frystitogarar,25684
2005,1.2  Selt hráefni,Samtals,35401
2005,1.2  Selt hráefni,Bátar undir 10 brl.,3980
2005,1.2  Selt hráefni,Bátar 10-200 brl.,8628
2005,1.2  Selt hráefni,Bátar > 200 brl.,9291
2005,1.2  Selt hráefni,Uppsjávarveiðiskip,5846
2005,1.2  Selt hráefni,Ísfisktogarar,6366
2005,1.2  Selt hráefni,Frystitogarar,1289
2005,1.3  Aðrar tekjur,Samtals,5658
2005,1.3  Aðrar tekjur,Bátar undir 10 brl.,501
2005,1.3  Aðrar tekjur,Bátar 10-200 brl.,483
2005,1.3  Aðrar tekjur,Bátar > 200 brl.,740
2005,1.3  Aðrar tekjur,Uppsjávarveiðiskip,412
2005,1.3  Aðrar tekjur,Ísfisktogarar,624
2005,1.3  Aðrar tekjur,Frystitogarar,2898
2005,2  Gjöld alls,Samtals,60027
2005,2  Gjöld alls,Bátar undir 10 brl.,3833
2005,2  Gjöld alls,Bátar 10-200 brl.,9162
2005,2  Gjöld alls,Bátar > 200 brl.,10570
2005,2  Gjöld alls,Uppsjávarveiðiskip,5425
2005,2  Gjöld alls,Ísfisktogarar,8155
2005,2  Gjöld alls,Frystitogarar,22883
2005,2.1  Aflahlutir,Samtals,19459
2005,2.1  Aflahlutir,Bátar undir 10 brl.,823
2005,2.1  Aflahlutir,Bátar 10-200 brl.,3132
2005,2.1  Aflahlutir,Bátar > 200 brl.,3131
2005,2.1  Aflahlutir,Uppsjávarveiðiskip,1607
2005,2.1  Aflahlutir,Ísfisktogarar,2394
2005,2.1  Aflahlutir,Frystitogarar,8372
2005,2.2  Önnur laun,Samtals,6191
2005,2.2  Önnur laun,Bátar undir 10 brl.,611
2005,2.2  Önnur laun,Bátar 10-200 brl.,425
2005,2.2  Önnur laun,Bátar > 200 brl.,1283
2005,2.2  Önnur laun,Uppsjávarveiðiskip,555
2005,2.2  Önnur laun,Ísfisktogarar,1005
2005,2.2  Önnur laun,Frystitogarar,2313
2005,2.3  Launatengd gjöld,Samtals,2270
2005,2.3  Launatengd gjöld,Bátar undir 10 brl.,127
2005,2.3  Launatengd gjöld,Bátar 10-200 brl.,315
2005,2.3  Launatengd gjöld,Bátar > 200 brl.,391
2005,2.3  Launatengd gjöld,Uppsjávarveiðiskip,191
2005,2.3  Launatengd gjöld,Ísfisktogarar,301
2005,2.3  Launatengd gjöld,Frystitogarar,946
2005,2.4  Olíur,Samtals,9109
2005,2.4  Olíur,Bátar undir 10 brl.,428
2005,2.4  Olíur,Bátar 10-200 brl.,1063
2005,2.4  Olíur,Bátar > 200 brl.,1288
2005,2.4  Olíur,Uppsjávarveiðiskip,1014
2005,2.4  Olíur,Ísfisktogarar,1343
2005,2.4  Olíur,Frystitogarar,3973
2005,2.5  Veiðarfæri,Samtals,3390
2005,2.5  Veiðarfæri,Bátar undir 10 brl.,145
2005,2.5  Veiðarfæri,Bátar 10-200 brl.,117
2005,2.5  Veiðarfæri,Bátar > 200 brl.,1341
2005,2.5  Veiðarfæri,Uppsjávarveiðiskip,575
2005,2.5  Veiðarfæri,Ísfisktogarar,370
2005,2.5  Veiðarfæri,Frystitogarar,842
2005,2.6  Viðhald,Samtals,5234
2005,2.6  Viðhald,Bátar undir 10 brl.,292
2005,2.6  Viðhald,Bátar 10-200 brl.,600
2005,2.6  Viðhald,Bátar > 200 brl.,1047
2005,2.6  Viðhald,Uppsjávarveiðiskip,660
2005,2.6  Viðhald,Ísfisktogarar,540
2005,2.6  Viðhald,Frystitogarar,2095
2005,2.7  Frystikostn. umbúðir og fl.,Samtals,540
2005,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,.
2005,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,.
2005,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,.
2005,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,.
2005,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,.
2005,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,540
2005,2.8  Flutningskostnaður,Samtals,1046
2005,2.8  Flutningskostnaður,Bátar undir 10 brl.,174
2005,2.8  Flutningskostnaður,Bátar 10-200 brl.,205
2005,2.8  Flutningskostnaður,Bátar > 200 brl.,322
2005,2.8  Flutningskostnaður,Uppsjávarveiðiskip,3
2005,2.8  Flutningskostnaður,Ísfisktogarar,139
2005,2.8  Flutningskostnaður,Frystitogarar,203
2005,2.9  Laun v/skrifstofu,Samtals,14
2005,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,0
2005,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,5
2005,2.9  Laun v/skrifstofu,Bátar > 200 brl.,.
2005,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,.
2005,2.9  Laun v/skrifstofu,Ísfisktogarar,9
2005,2.9  Laun v/skrifstofu,Frystitogarar,.
2005,2.10 Skrifst.kostnaður,Samtals,2288
2005,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,417
2005,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,775
2005,2.10 Skrifst.kostnaður,Bátar > 200 brl.,634
2005,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,53
2005,2.10 Skrifst.kostnaður,Ísfisktogarar,335
2005,2.10 Skrifst.kostnaður,Frystitogarar,75
2005,2.11  Tryggingar,Samtals,1086
2005,2.11  Tryggingar,Bátar undir 10 brl.,48
2005,2.11  Tryggingar,Bátar 10-200 brl.,106
2005,2.11  Tryggingar,Bátar > 200 brl.,129
2005,2.11  Tryggingar,Uppsjávarveiðiskip,60
2005,2.11  Tryggingar,Ísfisktogarar,100
2005,2.11  Tryggingar,Frystitogarar,642
2005,2.12 Sölukostnaður,Samtals,1979
2005,2.12 Sölukostnaður,Bátar undir 10 brl.,68
2005,2.12 Sölukostnaður,Bátar 10-200 brl.,365
2005,2.12 Sölukostnaður,Bátar > 200 brl.,705
2005,2.12 Sölukostnaður,Uppsjávarveiðiskip,22
2005,2.12 Sölukostnaður,Ísfisktogarar,763
2005,2.12 Sölukostnaður,Frystitogarar,57
2005,2.13 Löndunarkostnaður,Samtals,765
2005,2.13 Löndunarkostnaður,Bátar undir 10 brl.,0
2005,2.13 Löndunarkostnaður,Bátar 10-200 brl.,25
2005,2.13 Löndunarkostnaður,Bátar > 200 brl.,33
2005,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,122
2005,2.13 Löndunarkostnaður,Ísfisktogarar,290
2005,2.13 Löndunarkostnaður,Frystitogarar,296
2005,2.14 Kvótaleiga,Samtals,-
2005,2.14 Kvótaleiga,Bátar undir 10 brl.,-
2005,2.14 Kvótaleiga,Bátar 10-200 brl.,-
2005,2.14 Kvótaleiga,Bátar > 200 brl.,-
2005,2.14 Kvótaleiga,Uppsjávarveiðiskip,-
2005,2.14 Kvótaleiga,Ísfisktogarar,-
2005,2.14 Kvótaleiga,Frystitogarar,-
2005,2.15 Önnur gjöld,Samtals,6655
2005,2.15 Önnur gjöld,Bátar undir 10 brl.,701
2005,2.15 Önnur gjöld,Bátar 10-200 brl.,2029
2005,2.15 Önnur gjöld,Bátar > 200 brl.,268
2005,2.15 Önnur gjöld,Uppsjávarveiðiskip,564
2005,2.15 Önnur gjöld,Ísfisktogarar,565
2005,2.15 Önnur gjöld,Frystitogarar,2528
2005,Verg hlutdeild fjármagns (EBITDA),Samtals,14548
2005,Verg hlutdeild fjármagns (EBITDA),Bátar undir 10 brl.,920
2005,Verg hlutdeild fjármagns (EBITDA),Bátar 10-200 brl.,1468
2005,Verg hlutdeild fjármagns (EBITDA),Bátar > 200 brl.,2312
2005,Verg hlutdeild fjármagns (EBITDA),Uppsjávarveiðiskip,915
2005,Verg hlutdeild fjármagns (EBITDA),Ísfisktogarar,1943
2005,Verg hlutdeild fjármagns (EBITDA),Frystitogarar,6989
2005,"EBITDA sem hlutfall af tekjum, %",Samtals,19.5
2005,"EBITDA sem hlutfall af tekjum, %",Bátar undir 10 brl.,19.4
2005,"EBITDA sem hlutfall af tekjum, %",Bátar 10-200 brl.,13.8
2005,"EBITDA sem hlutfall af tekjum, %",Bátar > 200 brl.,17.9
2005,"EBITDA sem hlutfall af tekjum, %",Uppsjávarveiðiskip,14.4
2005,"EBITDA sem hlutfall af tekjum, %",Ísfisktogarar,19.2
2005,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,23.4
2005,Afskriftir,Samtals,9028
2005,Afskriftir,Bátar undir 10 brl.,491
2005,Afskriftir,Bátar 10-200 brl.,1086
2005,Afskriftir,Bátar > 200 brl.,1347
2005,Afskriftir,Uppsjávarveiðiskip,860
2005,Afskriftir,Ísfisktogarar,1088
2005,Afskriftir,Frystitogarar,4156
2005,Verðbreytingarfærsla og vextir,Samtals,-3120
2005,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,284
2005,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,-53
2005,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,-583
2005,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,-184
2005,Verðbreytingarfærsla og vextir,Ísfisktogarar,-309
2005,Verðbreytingarfærsla og vextir,Frystitogarar,-2274
2005,Hreinn hagnaður (EBT),Samtals,8640
2005,Hreinn hagnaður (EBT),Bátar undir 10 brl.,146
2005,Hreinn hagnaður (EBT),Bátar 10-200 brl.,435
2005,Hreinn hagnaður (EBT),Bátar > 200 brl.,1549
2005,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,240
2005,Hreinn hagnaður (EBT),Ísfisktogarar,1164
2005,Hreinn hagnaður (EBT),Frystitogarar,5106
2005,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,11.6
2005,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,3.1
2005,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,4.1
2005,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,12.0
2005,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,3.8
2005,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,11.5
2005,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,17.1
2005,"Árgreiðsla, 6%",Samtals,8057.0
2005,"Árgreiðsla, 6%",Bátar undir 10 brl.,745.0
2005,"Árgreiðsla, 6%",Bátar 10-200 brl.,974.0
2005,"Árgreiðsla, 6%",Bátar > 200 brl.,1267.0
2005,"Árgreiðsla, 6%",Uppsjávarveiðiskip,1397.0
2005,"Árgreiðsla, 6%",Ísfisktogarar,1062.0
2005,"Árgreiðsla, 6%",Frystitogarar,2612.0
2005,Hreinn hagnaður - árgreiðsla,Samtals,6491
2005,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,175
2005,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,495
2005,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,1045
2005,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,-482
2005,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,881
2005,Hreinn hagnaður - árgreiðsla,Frystitogarar,4377
2005,"sem hlutfall af tekjum, %",Samtals,8.7
2005,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,3.7
2005,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,4.7
2005,"sem hlutfall af tekjum, %",Bátar > 200 brl.,8.1
2005,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,-7.6
2005,"sem hlutfall af tekjum, %",Ísfisktogarar,8.7
2005,"sem hlutfall af tekjum, %",Frystitogarar,14.7
2006,1. Tekjur alls,Samtals,81533
2006,1. Tekjur alls,Bátar undir 10 brl.,5159
2006,1. Tekjur alls,Bátar 10-200 brl.,12627
2006,1. Tekjur alls,Bátar > 200 brl.,15481
2006,1. Tekjur alls,Uppsjávarveiðiskip,9402
2006,1. Tekjur alls,Ísfisktogarar,10655
2006,1. Tekjur alls,Frystitogarar,28209
2006,1.1  Útflutningstekjur,Samtals,34823
2006,1.1  Útflutningstekjur,Bátar undir 10 brl.,295
2006,1.1  Útflutningstekjur,Bátar 10-200 brl.,975
2006,1.1  Útflutningstekjur,Bátar > 200 brl.,3430
2006,1.1  Útflutningstekjur,Uppsjávarveiðiskip,902
2006,1.1  Útflutningstekjur,Ísfisktogarar,3430
2006,1.1  Útflutningstekjur,Frystitogarar,25790
2006,1.2  Selt hráefni,Samtals,42720
2006,1.2  Selt hráefni,Bátar undir 10 brl.,4360
2006,1.2  Selt hráefni,Bátar 10-200 brl.,11077
2006,1.2  Selt hráefni,Bátar > 200 brl.,11262
2006,1.2  Selt hráefni,Uppsjávarveiðiskip,8015
2006,1.2  Selt hráefni,Ísfisktogarar,6429
2006,1.2  Selt hráefni,Frystitogarar,1577
2006,1.3  Aðrar tekjur,Samtals,3989
2006,1.3  Aðrar tekjur,Bátar undir 10 brl.,504
2006,1.3  Aðrar tekjur,Bátar 10-200 brl.,575
2006,1.3  Aðrar tekjur,Bátar > 200 brl.,789
2006,1.3  Aðrar tekjur,Uppsjávarveiðiskip,484
2006,1.3  Aðrar tekjur,Ísfisktogarar,796
2006,1.3  Aðrar tekjur,Frystitogarar,842
2006,2  Gjöld alls,Samtals,61748
2006,2  Gjöld alls,Bátar undir 10 brl.,3892
2006,2  Gjöld alls,Bátar 10-200 brl.,10092
2006,2  Gjöld alls,Bátar > 200 brl.,11292
2006,2  Gjöld alls,Uppsjávarveiðiskip,7767
2006,2  Gjöld alls,Ísfisktogarar,7904
2006,2  Gjöld alls,Frystitogarar,20800
2006,2.1  Aflahlutir,Samtals,21876
2006,2.1  Aflahlutir,Bátar undir 10 brl.,901
2006,2.1  Aflahlutir,Bátar 10-200 brl.,3773
2006,2.1  Aflahlutir,Bátar > 200 brl.,3792
2006,2.1  Aflahlutir,Uppsjávarveiðiskip,2423
2006,2.1  Aflahlutir,Ísfisktogarar,2480
2006,2.1  Aflahlutir,Frystitogarar,8508
2006,2.2  Önnur laun,Samtals,5367
2006,2.2  Önnur laun,Bátar undir 10 brl.,595
2006,2.2  Önnur laun,Bátar 10-200 brl.,472
2006,2.2  Önnur laun,Bátar > 200 brl.,1292
2006,2.2  Önnur laun,Uppsjávarveiðiskip,765
2006,2.2  Önnur laun,Ísfisktogarar,696
2006,2.2  Önnur laun,Frystitogarar,1548
2006,2.3  Launatengd gjöld,Samtals,2411
2006,2.3  Launatengd gjöld,Bátar undir 10 brl.,132
2006,2.3  Launatengd gjöld,Bátar 10-200 brl.,376
2006,2.3  Launatengd gjöld,Bátar > 200 brl.,450
2006,2.3  Launatengd gjöld,Uppsjávarveiðiskip,282
2006,2.3  Launatengd gjöld,Ísfisktogarar,281
2006,2.3  Launatengd gjöld,Frystitogarar,890
2006,2.4  Olíur,Samtals,9832
2006,2.4  Olíur,Bátar undir 10 brl.,490
2006,2.4  Olíur,Bátar 10-200 brl.,1200
2006,2.4  Olíur,Bátar > 200 brl.,1471
2006,2.4  Olíur,Uppsjávarveiðiskip,1179
2006,2.4  Olíur,Ísfisktogarar,1356
2006,2.4  Olíur,Frystitogarar,4137
2006,2.5  Veiðarfæri,Samtals,2741
2006,2.5  Veiðarfæri,Bátar undir 10 brl.,52
2006,2.5  Veiðarfæri,Bátar 10-200 brl.,88
2006,2.5  Veiðarfæri,Bátar > 200 brl.,1056
2006,2.5  Veiðarfæri,Uppsjávarveiðiskip,586
2006,2.5  Veiðarfæri,Ísfisktogarar,302
2006,2.5  Veiðarfæri,Frystitogarar,657
2006,2.6  Viðhald,Samtals,4220
2006,2.6  Viðhald,Bátar undir 10 brl.,266
2006,2.6  Viðhald,Bátar 10-200 brl.,620
2006,2.6  Viðhald,Bátar > 200 brl.,792
2006,2.6  Viðhald,Uppsjávarveiðiskip,688
2006,2.6  Viðhald,Ísfisktogarar,479
2006,2.6  Viðhald,Frystitogarar,1375
2006,2.7  Frystikostn. umbúðir og fl.,Samtals,431
2006,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,.
2006,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,.
2006,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,.
2006,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,.
2006,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,.
2006,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,431
2006,2.8  Flutningskostnaður,Samtals,961
2006,2.8  Flutningskostnaður,Bátar undir 10 brl.,171
2006,2.8  Flutningskostnaður,Bátar 10-200 brl.,203
2006,2.8  Flutningskostnaður,Bátar > 200 brl.,164
2006,2.8  Flutningskostnaður,Uppsjávarveiðiskip,29
2006,2.8  Flutningskostnaður,Ísfisktogarar,200
2006,2.8  Flutningskostnaður,Frystitogarar,194
2006,2.9  Laun v/skrifstofu,Samtals,347
2006,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,0
2006,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,0
2006,2.9  Laun v/skrifstofu,Bátar > 200 brl.,246
2006,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,70
2006,2.9  Laun v/skrifstofu,Ísfisktogarar,16
2006,2.9  Laun v/skrifstofu,Frystitogarar,15
2006,2.10 Skrifst.kostnaður,Samtals,2575
2006,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,455
2006,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,843
2006,2.10 Skrifst.kostnaður,Bátar > 200 brl.,355
2006,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,180
2006,2.10 Skrifst.kostnaður,Ísfisktogarar,233
2006,2.10 Skrifst.kostnaður,Frystitogarar,508
2006,2.11  Tryggingar,Samtals,1135
2006,2.11  Tryggingar,Bátar undir 10 brl.,52
2006,2.11  Tryggingar,Bátar 10-200 brl.,126
2006,2.11  Tryggingar,Bátar > 200 brl.,155
2006,2.11  Tryggingar,Uppsjávarveiðiskip,90
2006,2.11  Tryggingar,Ísfisktogarar,106
2006,2.11  Tryggingar,Frystitogarar,607
2006,2.12 Sölukostnaður,Samtals,1644
2006,2.12 Sölukostnaður,Bátar undir 10 brl.,74
2006,2.12 Sölukostnaður,Bátar 10-200 brl.,234
2006,2.12 Sölukostnaður,Bátar > 200 brl.,572
2006,2.12 Sölukostnaður,Uppsjávarveiðiskip,31
2006,2.12 Sölukostnaður,Ísfisktogarar,705
2006,2.12 Sölukostnaður,Frystitogarar,28
2006,2.13 Löndunarkostnaður,Samtals,1081
2006,2.13 Löndunarkostnaður,Bátar undir 10 brl.,0
2006,2.13 Löndunarkostnaður,Bátar 10-200 brl.,0
2006,2.13 Löndunarkostnaður,Bátar > 200 brl.,351
2006,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,145
2006,2.13 Löndunarkostnaður,Ísfisktogarar,257
2006,2.13 Löndunarkostnaður,Frystitogarar,328
2006,2.14 Kvótaleiga,Samtals,.
2006,2.14 Kvótaleiga,Bátar undir 10 brl.,.
2006,2.14 Kvótaleiga,Bátar 10-200 brl.,.
2006,2.14 Kvótaleiga,Bátar > 200 brl.,.
2006,2.14 Kvótaleiga,Uppsjávarveiðiskip,.
2006,2.14 Kvótaleiga,Ísfisktogarar,.
